,text,name
Q19399,"Martin Kližan (born 11 July 1989 in Bratislava) is a Slovak professional tennis player. Winner of the boys' singles title at the French Open in 2006, Kližan turned pro in 2007 and has a career-high si",Martin Kližan
Q1940,André-Pierre Gignac (; born 5 December 1985) is a French professional football player who currently plays for French club Marseille in Ligue 1. He primarily plays as a striker whose influence can exte,André-Pierre Gignac
Q19406,"David Goffin () (born 7 December 1990) is a Belgian tennis player. He was born in Liège, Belgium (Rocourt, the same place as Justine Henin). He is most known for reaching the fourth round of the 2012 ",David Goffin
Q194107,"José Martín Cáceres Silva (; born 7 April 1987) is a Uruguayan professional footballer who plays for Juventus F.C. in Italy. His primary position is central defender, but he can also operate as a left",Martín Cáceres
Q194149,"Alexander Mark David ""Alex"" Oxlade-Chamberlain  (born 15 August 1993) is an English footballer who plays for Arsenal and the England national football team as a winger.

After rising to prominence wit",Alex Oxlade-Chamberlain
Q19422,"Sergio Canales Madrazo (born 16 February 1991) is a Spanish professional footballer who plays for Real Sociedad as an attacking midfielder.

Club career
Racing Santander
Born in Santander, Cantabria, ",Sergio Canales
Q1942567,"Mohamed Ajfan Rasheed (born 15 February 1990) is a Maldivian badminton player.

Career
Ajfan took part in the 2010 Asian Games and Commonwealth Games, without having to put in front of the field can. ",Mohamed Ajfan Rasheed
Q1943,"Vassiriki Abou Diaby (; born 11 May 1986), known as Abou Diaby, is a French professional footballer who plays for English club Arsenal and the France national team. He plays primarily in a box to box ",Abou Diaby
Q1943147,"Peter Polansky (born June 15, 1988) is a Canadian professional tennis player. He is now Canada's fourth-ranked singles performer, according to the ATP; he was however the country's top singles player ",Peter Polansky
Q1943156,Mokdad El-Yamine (born 13 July 1986 in Marseille) is an Algerian taekwondo practitioner. He competed in the 58 kg event at the 2012 Summer Olympics and was eliminated in the preliminary round by Óscar,Mokdad El-Yamine
Q1944,"Jérémy Toulalan (; born 10 September 1983 in Nantes) is a French footballer who currently plays for AS Monaco in Ligue 1. His usual position is as a defensive midfielder, but he can also be utilized a",Jérémy Toulalan
Q194556," is a female Japanese manga artist born in Warabi, Saitama Prefecture, Japan and currently resides in Yokohama.

Works
 
 Rust Blaster is a 2006 six-chapter manga published by Square Enix in one volum",Yana Toboso
Q194798,"Kang Dae-sung (born April 26, 1989) is a South Korean singer and actor. He is a member of the South Korean boy group Big Bang and has also participated in some other entertaining aspects such as actin",Daesung
Q1948717,"Brittany ""McKey"" Sullivan (born on September 9, 1988) is an American fashion model most notable as the winner of the eleventh cycle of America's Next Top Model.

Early life
Sullivan was born to Michae",McKey Sullivan
Q194965," is a Japanese football player currently playing for Kawasaki Frontale.

Club career stats
Last update: 20 Feburuary 2014
{| class=""wikitable"" style=""text-align:center""
|-
! colspan=3 | Club performan",Sota Nakazawa
Q19497,"Oscar dos Santos Emboaba Júnior (; born 9 September 1991), better known as simply Oscar, is a Brazilian professional footballer who plays as an attacking midfielder or winger for English club Chelsea ","Oscar (footballer, born 1991)"
Q195130,Clément Grenier (; born 7 January 1991) is a French footballer who plays for French club Lyon and the France national team. He has also represented France across all youth levels. He is known for his ,Clément Grenier
Q195168,"Alex Maurice Acker (born January 21, 1983) is an American professional basketball player who currently plays for İstanbul BB of the Turkish Basketball League (TBL).

 Career 

Acker attended Pepperdin",Alex Acker
Q1951871,"Muhammad Ulinnuha (born 5 September 1991 in Solo) is a male Indonesian badminton player. He is double specialize.

 Achievements 
Men's Doubles with Ricky Karanda Suwardi
{| class=""wikitable""  style=""",Muhammad Ulinnuha
Q195214,"Adrián López Rodríguez (born 25 February 1987), also known as Piscu, is a Spanish professional footballer who plays for Montreal Impact in the Major League Soccer, as a central defender.

Club career
",Adrián López Rodríguez
Q1952647,"Leong Mun Yee (born 4 December 1984 in Perak, Malaysia) is a Malaysian diver. At the 2012 Summer Olympics, she competed in the 10 m platform synchronised event with her partner Pandelela Rinong.London",Leong Mun Yee
Q195330,Mikkel Thygesen (born 22 October 1984) is a Danish professional footballer who plays for Brøndby in the Danish Superliga. He has played three matches for the Danish national team. Thygesen plays the r,Mikkel Thygesen
Q1953605,"Moon Pil-Hee (born December 2, 1982) is a female South Korean handball player who competed in the 2004 Summer Olympics.

In 2004 she won the silver medal with the South Korean team. She played all sev",Moon Pil-hee
Q1953615,"Kim Cha-Youn (born February 10, 1981) is a female South Korean handball player who competed in the 2004 Summer Olympics.

In 2004 she won the silver medal with the South Korean team. She played all se",Kim Cha-youn
Q1953668,"Song Hai-rim (born January 12, 1985) is a female South Korean handball player who competed at the 2008 Summer Olympics.

In 2008 she won a bronze medal with the South Korean team.

External links
The ",Song Hai-rim
Q1953695,"Bae Min-hee (born July 11, 1988) is a female South Korean handball player who competed at the 2008 Summer Olympics.

In 2008 she won a bronze medal with the South Korean team.

External links
The Offi",Bae Min-hee
Q1953705,"An Jung-hwa is a female South Korean handball player who competed at the 2008 Summer Olympics.

In 2008, she won a bronze medal with the South Korean team.

External links
The Official Website of the ",An Jung-hwa
Q1953715,"Choi Im-jeong (born February 14, 1981 in Busan) is a female South Korean handball player who competed in the 2004 Summer Olympics, 2008 Summer Olympics and the 2012 Summer Olympics.

In 2004 she won t",Choi Im-jeong
Q195417," is a Japanese footballer.

 Club career 

 Gamba Osaka 
Hirai was born in Tokushima, Shikoku region, and began his career playing for his local club Kamihachiman SC before moving to a higher level jo",Shoki Hirai
Q1954378,"Lu Haojie (; born 3 August 1990) is a Chinese weightlifter. He competed for China at the 2012 Summer Olympics.London 2012 At the 2012 Chinese National Games, Lu Haojie posted 175 kg in the snatch, and",Lu Haojie
Q195447," is a Japanese footballer who plays for Albirex Niigata, on loan from Júbilo Iwata. Mainly a central midfielder, he can also play as a winger position.

Career
Yamamoto, who was born in Hamamatsu, Shi",Kosuke Yamamoto
Q195475," born December 10, 1981 in Kawasaki, Kanagawa is a Japanese football player currently playing for Japanese club Vissel Kobe.

Career
On 12 January 2009, after a three-year contract with the Urawa Red ",Takahito Soma
Q195478," is a Japanese footballer who plays for Júbilo Iwata in the J. League Division 1.

Club career

International career
2010 Asian Games
On 23 September 2010, Yamazaki was selected for the Japan Under21 ",Ryohei Yamazaki
Q1954795,"Hirotaka Iida (born April 29, 1982) is a former Japanese football player.

Club statistics
{| class=""wikitable"" style=""text-align:center;""
|-
! colspan=3 | Club performance
! colspan=2 | League
! cols",Hirotaka Iida
Q1955402,"Hiroyuki Takahashi (, born May 6, 1983) is a former Japanese football player.

Club statistics
{| class=""wikitable"" style=""text-align:center;""
|-
! colspan=3 | Club performance
! colspan=2 | League
! ",Hiroyuki Takahashi
Q195582," is a Japanese Nippon Professional Baseball player. He is currently with the Yomiuri Giants in Japan's Central League.

References

External links

Category:Living people
Category:1985 births
Category",Kentaro Nishimura
Q195620," is a Japanese footballer playing for 1. FC Köln.

On 6 January 2014 he joined German side TSV 1860 München, but in June 2014, he transferred to 1. FC Köln.

Career statistics

Club

{| class=""wikitab",Yuya Osako
Q1956811,"安田美沙子（；；），是日本京都府宇治市出生的女演員。目前她是所屬於アーティストハウス・ピラミッド有限公司事務所。

因2007年的電影『荒蕪KNIGHT』和日本男演員城田優結識，2009年1月正式交往，兩人都在自己的部落格上宣布此一消息，2010年10月8日，雙方事務所證實兩人已分手，肇因於兩人忙碌產生嫌隙。

2014年3月14日，在部落格公開結婚消息，對象為大其三歲的服裝設計師下鳥直之。

 ",安田美沙子
Q195682,"Jeffrey Kevin van Homoet Bruma (born 13 November 1991), commonly known as Jeffrey Bruma (), is a Dutch association football player who plays for PSV as a centre back.

Club career
120px|left|thumb|Bru",Jeffrey Bruma
Q195687,"Allison Mack (born July 29, 1982) is an American actress, director and producer. She is best known for her role of Chloe Sullivan on the The WB/CW Superman-inspired television drama series Smallville ",Allison Mack
Q195718,"Kristin Laura Kreuk (; born December 30, 1982) is a Canadian actress, known for her roles as Lana Lang in the Superman-inspired television series Smallville and as Laurel Yeung in the Canadian teen dr",Kristin Kreuk
Q195766,"Bellaetrix Manuputty (born 11 October 1988 in Jakarta) is an Indonesian badminton player.

 Achievements 

{| class=""wikitable""  style=""width:600px; font-size:95%;""
|-
!align=""left""|Year
!align=""left""",Bellaetrix Manuputty
Q195878,"Emanuele Giaccherini (; born 5 May 1985) is an Italian footballer who plays as a winger for English Premier League club Sunderland and the Italy national football team.

He began his career at Cesena,",Emanuele Giaccherini
Q196069,"Daryl Janmaat (born 22 July 1989) is a Dutch professional footballer who plays for Newcastle United and the Dutch national team as a right back.

He began his career at ADO Den Haag, and went on to pl",Daryl Janmaat
Q196073,"Lim Hyung Joo (born in May 7, 1986) is a South Korean operatic pop (popera) tenor and classical crossover singer.Lim Hyung-joo Becomes 1st Korean to Win UN Peace Medal 《Chosun Ilbo》,Retrieved 09 Decem",Lim Hyung-joo
Q196185,"Russell Westbrook Jr. (born November 12, 1988) is an American professional basketball player who currently plays for the Oklahoma City Thunder of the National Basketball Association (NBA). Westbrook p",Russell Westbrook
Q196219,"Henrikh Mkhitaryan (, ; born 21 January 1989) is an Armenian footballer who plays as a midfielder for  German Bundesliga club Borussia Dortmund and the Armenia national football team. Mkhitaryan is Ar",Henrikh Mkhitaryan
Q1964086," is a Japanese voice actor from Tokyo, Japan, affiliated with Pro-Fit.

Voice roles

Television animation
2012
Muv-Luv Alternative: Total Eclipse  as Nikolai Rogoshkin
Suki-tte Ii na yo. as Taku
Tari ",Kaito Ishikawa
Q1964157,"Elena Igorevna Radionova (; born 6 January 1999) is a Russian figure skater. She is the 2014–15 Grand Prix Final silver medalist. On the junior level, she has also won two World Junior titles (2013 & ",Elena Radionova
Q1964294,Jemal Emmanuel Le Grand (born 30 June 1994 in Oranjestad) is an Aruban swimmer who competes in the Men's 100m Freestyle. He was flag bearer at the 2012 Summer Olympics. He also competed at the 2013 Wo,Jemal Le Grand
